Player,Map,Category,Outcome,Accuracy,DamageDone,DamageTaken,ShotsFired,ShotsLanded,ShotsMissed,KD,KDA,Kills,Deaths,Assists,Betrayals,Suicides,Score,Perfects,Medals,TeamOutcome,TeamScore,LengthSeconds,TeamGameScore
AThaiKiwi,Streets - Ranked,Slayer,Win,56.74,4631,3857,178,101,77,2.0,12.0,20,10,6,0,0,2310,0,9,Win,6460,554,50
J7 ZeR,Streets - Ranked,Slayer,Win,37.77,2643,4275,188,71,117,0.43,-5.33,6,14,8,0,0,1000,0,4,Win,6460,554,50
ShadowKillxr,Streets - Ranked,Slayer,Win,53.17,5108,4432,205,109,96,1.08,2.66,14,13,5,0,0,1650,1,3,Win,6460,554,50
DoNotDefyMe,Streets - Ranked,Slayer,Loss,56.88,4803,5087,218,124,94,1.08,5.0,14,13,12,0,0,2130,0,18,Loss,6990,554,49
S0S OhKay,Streets - Ranked,Slayer,Loss,58.25,5039,3836,206,120,86,0.82,2.0,9,11,12,0,0,1500,0,4,Loss,6990,554,49
Spartarn Spy,Streets - Ranked,Slayer,Loss,61.27,4387,3735,173,106,67,1.15,5.66,15,13,11,0,0,2060,1,7,Loss,6990,554,49
xThEdReAmMaKerX,Streets - Ranked,Slayer,Loss,52.85,2631,4274,123,65,58,0.85,-0.66,11,13,4,0,0,1300,0,3,Loss,6990,554,49

Spartarn Spy,Empyrean - Ranked,CTF 3 Captures,Win,51.46,6179,5148,206,106,100,1.19,7.33,19,16,13,0,0,2550,1,9,Win,10895,786,1
S0S OhKay,Empyrean - Ranked,CTF 3 Captures,Win,53.11,7613,5039,273,145,128,1.93,15.66,27,14,8,0,0,3450,3,17,Win,10895,786,1
DoNotDefyMe,Empyrean - Ranked,CTF 3 Captures,Win,63.06,8006,7435,268,169,99,1.09,6.0,25,23,12,0,0,3295,1,24,Win,10895,786,1
xThEdReAmMaKerX,Empyrean - Ranked,CTF 3 Captures,Win,45.34,4544,6856,236,107,129,0.5,-6.33,10,20,11,0,0,1600,0,3,Win,10895,786,1
Patotally,Empyrean - Ranked,CTF 3 Captures,Loss,52.92,6980,5925,240,127,113,1.53,12.33,29,19,7,0,0,3325,3,18,Loss,9330,786,0
ShadowKillxr,Empyrean - Ranked,CTF 3 Captures,Loss,64.29,8147,6829,308,198,110,1.39,10.33,25,18,10,0,0,3060,3,11,Loss,9330,786,0
AThaiKiwi,Empyrean - Ranked,CTF 3 Captures,Loss,52.31,3554,6146,195,102,93,0.32,-11.0,7,22,12,0,0,1345,0,2,Loss,9330,786,0
J7 ZeR,Empyrean - Ranked,CTF 3 Captures,Loss,40.81,5170,7672,272,111,161,0.55,-8.0,12,22,6,0,0,1600,1,5,Loss,9330,786,0

Patotally,Recharge - Ranked,Oddball,Win,59.9,5440,4204,192,115,77,1.17,3.0,14,12,3,0,0,2045,2,9,Win,8925,584,2
AThaiKiwi,Recharge - Ranked,Oddball,Win,51.98,5796,4334,227,118,109,1.08,4.0,14,13,9,0,0,2120,0,5,Win,8925,584,2
ShadowKillxr,Recharge - Ranked,Oddball,Win,60.7,4923,3692,201,122,79,1.5,8.0,15,10,9,0,0,2325,1,6,Win,8925,584,2
J7 ZeR,Recharge - Ranked,Oddball,Win,42.86,3578,3697,175,75,100,1.25,5.0,15,12,6,0,0,2435,1,9,Win,8925,584,2
aNARChy5502,Recharge - Ranked,Oddball,Loss,32.91,934,4971,79,26,53,0.06,-14.66,1,16,1,0,0,345,0,1,Loss,6235,584,0
Happy 9000,Recharge - Ranked,Oddball,Loss,62.15,5281,5242,214,133,81,1.29,6.0,18,14,6,0,0,2170,2,3,Loss,6235,584,0
BonzerSmile3392,Recharge - Ranked,Oddball,Loss,39.67,2983,4149,121,48,73,0.77,-2.0,10,13,3,0,0,1495,1,3,Loss,6235,584,0
Kaczeee,Recharge - Ranked,Oddball,Loss,61.92,6658,5554,239,148,91,1.2,5.33,18,15,7,0,0,2225,4,14,Loss,6235,584,0

Patotally,Solitude - Ranked,King of the Hill,Win,61.59,7289,4648,276,170,106,1.92,15.33,23,12,13,0,0,3340,3,14,Win,10735,591,4
ShadowKillxr,Solitude - Ranked,King of the Hill,Win,64.0,6501,4385,250,160,90,1.75,12.0,21,12,9,0,0,2550,3,12,Win,10735,591,4
AThaiKiwi,Solitude - Ranked,King of the Hill,Win,61.24,5209,4380,209,128,81,1.67,10.0,20,12,6,0,0,2645,2,8,Win,10735,591,4
J7 ZeR,Solitude - Ranked,King of the Hill,Win,48.4,3462,4429,188,91,97,0.67,-2.66,10,15,7,0,0,2200,0,2,Win,10735,591,4
Happy 9000,Solitude - Ranked,King of the Hill,Loss,63.36,7860,5535,292,185,107,2.0,17.0,30,15,6,0,0,3550,5,19,Loss,7550,591,2
Kaczeee,Solitude - Ranked,King of the Hill,Loss,59.13,5569,6030,208,123,85,0.83,-0.33,15,18,8,0,0,2100,2,10,Loss,7550,591,2
aNARChy5502,Solitude - Ranked,King of the Hill,Loss,35.35,1225,6030,99,35,64,0.13,-18.66,3,23,4,0,0,825,0,0,Loss,7550,591,2
BonzerSmile3392,Solitude - Ranked,King of the Hill,Loss,40.29,2874,5128,206,83,123,0.17,-13.0,3,18,6,0,0,1075,0,0,Loss,7550,591,2

La Catarina,Aquarius - Ranked,CTF,Win,56.16,3547,4305,146,82,64,0.79,-1.66,11,14,4,0,0,1595,1,6,Win,9180,501,5
BML 1999,Aquarius - Ranked,CTF,Win,69.03,4763,4284,155,107,48,1.42,7.33,17,12,7,0,0,3330,1,5,Win,9180,501,5
TheMageLord,Aquarius - Ranked,CTF,Win,53.55,3413,5029,211,113,98,0.69,-3.0,11,16,6,0,0,1945,0,2,Win,9180,501,5
Manxcy,Aquarius - Ranked,CTF,Win,52.61,5830,4678,249,131,118,1.07,4.0,15,14,9,0,0,2310,3,7,Win,9180,501,5
J7 ZeR,Aquarius - Ranked,CTF,Loss,48.17,3852,4846,191,92,99,0.73,-1.66,11,15,7,0,0,2030,0,4,Loss,8525,501,3
AThaiKiwi,Aquarius - Ranked,CTF,Loss,52.67,3259,4292,150,79,71,0.53,-5.0,8,15,6,0,0,1245,0,3,Loss,8525,501,3
ShadowKillxr,Aquarius - Ranked,CTF,Loss,61.9,4986,4038,210,130,80,1.3,6.66,13,10,11,0,0,2195,1,8,Loss,8525,501,3
Patotally,Aquarius - Ranked,CTF,Loss,60.85,5921,4699,189,115,74,1.71,11.33,24,14,4,0,0,3055,2,16,Loss,8525,501,3

La Catarina,Live Fire - Ranked,Strongholds,Win,60.91,5382,5746,220,134,86,0.94,2.33,15,16,10,0,0,2280,1,10,Win,10800,722,250
BML 1999,Live Fire - Ranked,Strongholds,Win,60.34,7011,5555,237,143,94,1.92,16.0,25,13,12,0,0,3550,3,12,Win,10800,722,250
Manxcy,Live Fire - Ranked,Strongholds,Win,49.17,6952,6537,301,148,153,0.86,1.33,18,21,13,0,0,2750,3,12,Win,10800,722,250
TheMageLord,Live Fire - Ranked,Strongholds,Win,38.02,4943,6199,242,92,150,0.74,-2.66,14,19,7,0,0,2220,0,6,Win,10800,722,250
ShadowKillxr,Live Fire - Ranked,Strongholds,Loss,58.86,6958,6186,299,176,123,1.0,4.0,17,17,12,0,0,2725,1,5,Loss,10805,722,193
J7 ZeR,Live Fire - Ranked,Strongholds,Loss,38.58,3429,5826,197,76,121,0.56,-4.33,10,18,11,0,1,2025,0,4,Loss,10805,722,193
AThaiKiwi,Live Fire - Ranked,Strongholds,Loss,55.06,6084,6494,267,147,120,0.85,0.0,17,20,9,0,0,2650,0,7,Loss,10805,722,193
Patotally,Live Fire - Ranked,Strongholds,Loss,61.73,7453,6361,243,150,93,1.39,10.0,25,18,9,0,0,3405,2,17,Loss,10805,722,193

ShadowKillxr,Recharge - Ranked,King of the Hill,Win,62.5,5521,3396,200,125,75,3.29,17.33,23,7,4,0,0,2725,1,14,Win,8095,432,4
AThaiKiwi,Recharge - Ranked,King of the Hill,Win,52.91,3571,2677,172,91,81,1.29,5.33,9,7,10,0,0,1625,0,3,Win,8095,432,4
Patotally,Recharge - Ranked,King of the Hill,Win,58.92,4349,3471,185,109,76,0.88,3.0,7,8,12,0,0,1645,0,4,Win,8095,432,4
J7 ZeR,Recharge - Ranked,King of the Hill,Win,36.2,2532,3688,163,59,104,1.2,3.33,12,10,4,0,0,2100,0,7,Win,8095,432,4
Faffy Woffle,Recharge - Ranked,King of the Hill,Loss,59.5,3468,4225,121,72,49,0.57,-4.33,8,14,5,0,0,1125,1,3,Loss,4270,432,0
unders3390,Recharge - Ranked,King of the Hill,Loss,43.93,2202,3829,107,47,60,0.43,-7.0,6,14,3,0,0,820,0,4,Loss,4270,432,0
reece roodles,Recharge - Ranked,King of the Hill,Loss,50.98,3053,3950,153,78,75,0.82,-1.33,9,11,2,0,0,1075,0,2,Loss,4270,432,0
Foot6all Maniac,Recharge - Ranked,King of the Hill,Loss,59.88,4354,4090,172,103,69,0.75,-0.66,9,12,7,0,0,1250,2,5,Loss,4270,432,0

ShadowKillxr,Forbidden - Ranked,CTF 3 Captures,Win,58.12,5244,4499,191,111,80,1.27,5.0,14,11,6,0,0,1750,2,4,Win,7975,560,3
AThaiKiwi,Forbidden - Ranked,CTF 3 Captures,Win,54.94,4242,3938,162,89,73,1.0,1.66,12,12,5,0,0,2110,2,4,Win,7975,560,3
Patotally,Forbidden - Ranked,CTF 3 Captures,Win,49.57,6129,4255,230,114,116,1.55,9.33,17,11,10,0,1,2165,1,14,Win,7975,560,3
J7 ZeR,Forbidden - Ranked,CTF 3 Captures,Win,47.13,3261,3841,174,82,92,0.85,0.66,11,13,8,0,0,1950,0,10,Win,7975,560,3
Faffy Woffle,Forbidden - Ranked,CTF 3 Captures,Loss,51.64,3534,4599,122,63,59,0.71,-2.33,10,14,5,0,0,1945,0,6,Loss,6330,560,2
unders3390,Forbidden - Ranked,CTF 3 Captures,Loss,43.83,2714,4749,162,71,91,0.4,-6.33,6,15,8,0,0,1025,0,2,Loss,6330,560,2
Foot6all Maniac,Forbidden - Ranked,CTF 3 Captures,Loss,66.67,5724,5289,207,138,69,1.31,5.66,17,13,5,0,0,1950,3,6,Loss,6330,560,2
reece roodles,Forbidden - Ranked,CTF 3 Captures,Loss,64.67,4172,4704,150,97,53,1.0,1.0,13,13,3,0,1,1410,0,5,Loss,6330,560,2

